Attracts,Bloom Description,Bloom Time,Common Name,Culture,Family,Flower,Formal Name,Fruit,Garden Uses,Height,Invasive,Leaf,Maintenance,Native Range,Noteworthy Characteristics,Other,Problems,Spread,Suggested Use,Sun,Tolerate,Type,Water,Zone
 Butterflies, White, April to May, yellow strawberry guava,NA, Myrtaceae, Showy Fragrant,Psidium littorale, Showy Edible,NA, 300 to 600 feet, , Good Fall, High, Brazil,NA, Winter Interest,NA, 200 to 300 feet, Hedge, Full sun, Rabbit Deer Drought Air Pollution, Fruit, Medium, 9 to 10
 Butterflies, Red, April, thrift,NA, Plumbaginaceae, Showy Good Cut,Armeria maritima Dsseldorfer Stolz DUSSELDORF PRIDE, Showy Edible,NA, 050 to 100 feet, , Good Fall, Medium, Brazil,NA, Winter Interest,NA, 050 to 100 feet, Hedge, Full sun, Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry, 5 to 9
 Butterflies, Yellow, June to August, tickseed,NA, Asteraceae, Showy Good Cut,Coreopsis Sonnenkind BABY SUN, Showy Edible,NA, 100 to 150 feet, , Good Fall, Low, Brazil,NA, Winter Interest,NA, 075 to 100 feet, Naturalize, Full sun, Deer Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 4 to 9
 Butterflies, Creamy white, May, aruncus,NA, Rosaceae, Showy,Aruncus Horatio, Showy Edible,NA, 200 to 300 feet, , Good Fall, Low, Brazil,NA, Winter Interest,NA, 150 to 250 feet, Naturalize, Full sun to part shade, Deer Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Medium to wet, 4 to 7
 Butterflies, Magenta, July to September, crape myrtle,NA, Lythraceae, Showy Good Cut,Lagerstroemia Tonto, Showy Edible,NA, 200 to 800 feet, , Good Fall, Medium, Brazil,NA, Winter Interest,NA, 200 to 600 feet, Naturalize, Full sun, Drought Clay Soil Air Pollution, Deciduous shrub, Medium, 6 to 9
 Hummingbirds, Lavender, July to August, hosta,NA, Asparagaceae, Showy Good Cut,Hosta Birchwood Parkys Gold, Showy Edible,NA, 100 to 150 feet, , Colorful, Low, Brazil,NA, Winter Interest,NA, 200 to 250 feet, Naturalize, Full sun to part shade, Black Walnut, Herbaceous perennial, Medium, 3 to 8
 Hummingbirds, Purple, May to June, ornamental onion,NA, Amaryllidaceae, Showy Good Cut Good Dried,Allium giganteum, Showy Edible,NA, 300 to 500 feet, , Fragrant, Medium, Central and western Asia,NA, Winter Interest,NA, 150 to 200 feet, Naturalize, Full sun, Rabbit Deer Black Walnut, Bulb, Medium, 5 to 8
 Butterflies, Burgundy red, June to September, yarrow,NA, Asteraceae, Showy Good Cut Good Dried,Achillea Summerwine, Showy Edible,NA, 100 to 200 feet, , Fragrant, Low, Central and western Asia,NA, Winter Interest,NA, 100 to 200 feet, Naturalize, Full sun, Deer Drought Dry Soil Air Pollution, Herbaceous perennial, Dry to medium, 3 to 8
 Butterflies, Blue purple, March to April, grape hyacinth,NA, Asparagaceae, Showy,Muscari latifolium, Showy Edible,NA, 050 to 100 feet, , Fragrant, Low, Southern and western Asia,NA, Winter Interest,NA, 050 to 075 feet, Naturalize, Full sun to part shade, Deer Black Walnut, Bulb, Medium, 3 to 8
 Butterflies, Purpleblue, June to August, speedwell,NA, Plantaginaceae, Showy,Veronica Darwins Blue, Showy Edible,NA, 100 to 150 feet, , Fragrant, Low, Southern and western Asia,NA, Winter Interest,NA, 050 to 100 feet, Naturalize, Full sun, Rabbit Deer, Herbaceous perennial, Medium, 4 to 8
 Butterflies, Rosypurple, August to September, little volcano bush clover,NA, Fabaceae, Showy,Lespedeza thunbergii subsp thunbergii Little Volcano, Showy Edible,NA, 300 to 600 feet, , Fragrant, Medium, Southern and western Asia,NA, Winter Interest,NA, 600 to 1000 feet, Naturalize, Full sun to part shade, Drought Erosion, Deciduous shrub, Medium, 6 to 10
 Birds Hummingbirds Butterflies, Deep pink, April, flowering crabapple,NA, Rosaceae, Showy Fragrant,Malus Indian Magic, Showy Edible,NA, 1500 to 2000 feet, , Fragrant, Low, Southern and western Asia,NA, Winter Interest,NA, 1500 to 2000 feet, Flowering Tree, Full sun, Air Pollution, Tree, Medium, 4 to 8
 Birds Hummingbirds Butterflies, Whitish, May to September, great Indian plantain,NA, Asteraceae, Showy,Arnoglossum reniforme, Showy Edible,NA, 300 to 900 feet, , Fragrant, Low, Eastern United States,NA, Winter Interest,NA, 200 to 400 feet, Naturalize, Full sun to part shade, Air Pollution, Herbaceous perennial, Medium, 3 to 8
 Hummingbirds Butterflies, White, July to September, garden phlox,NA, Polemoniaceae, Showy Fragrant,Phlox paniculata David, Showy Edible,NA, 200 to 400 feet, , Fragrant, Medium, Eastern United States,NA, Winter Interest,NA, 200 to 300 feet, Naturalize, Full sun to part shade, Deer Clay Soil Black Walnut, Herbaceous perennial, Medium, 3 to 8
 Hummingbirds Butterflies, Cranberry red to reddish purple, June to September, clematis,NA, Ranunculaceae, Showy Fragrant,Clematis Sweet Summer Love, Showy Edible,NA, 1000 to 1500 feet, , Fragrant, Low, Eastern United States,NA, Winter Interest,NA, 600 to 1000 feet, Naturalize, Full sun to part shade, Deer Black Walnut, Vine, Medium, 4 to 9
 Butterflies, Pink, May to August, bloody cranesbill,NA, Geraniaceae, Showy,Geranium sanguineum Alan Bloom, Showy Edible,NA, 075 to 100 feet, , Good Fall, Low, Eastern United States,NA, Winter Interest,NA, 100 to 200 feet, Naturalize, Full sun to part shade, Rabbit Deer Clay Soil, Herbaceous perennial, Medium, 3 to 8
 Butterflies, Mulberry to buff mauve with plum eyezones, June to July, daylily,NA, Asphodelaceae, Showy,Hemerocallis Lady Jackie, Showy Edible,NA, 150 to 200 feet, , Good Fall, Low, Eastern United States,NA, Winter Interest,NA, 100 to 150 feet, Naturalize, Full sun to part shade, Rabbit Erosion Air Pollution, Herbaceous perennial, Medium, 4 to 9
 Butterflies, Red, July to September, canna,NA, Cannaceae, Showy,Canna Australia, Showy Edible,NA, 400 to 500 feet, , Colorful, Low, Eastern United States,NA, Winter Interest,NA, 150 to 200 feet, Annual, Full sun, Rabbit Erosion Air Pollution, Bulb, Medium, 7 to 10
 Butterflies, Purplepink, August, autumn stonecrop,NA, Crassulaceae, Showy,Sedum Mr Goodbud, Showy Edible,NA, 100 to 150 feet, , Colorful, Low, Eastern United States,NA, Winter Interest,NA, 150 to 200 feet, Naturalize, Full sun, Rabbit Deer Drought Erosion Clay Soil Dry Soil, Herbaceous perennial, Dry to medium, 3 to 9
 Butterflies, Cherry red, May, bleeding heart,NA, Papaveraceae, Showy Good Cut,Dicentra Luxuriant, Showy Edible,NA, 100 to 150 feet, , Colorful, Low, Eastern United States,NA, Winter Interest,NA, 100 to 150 feet, Naturalize, Part shade, Rabbit, Herbaceous perennial, Medium, 3 to 9
 Butterflies, Yellowish green, April, mapleleaved oak,NA, Fagaceae, Insignificant,Quercus acerifolia, Showy Edible,NA, 4000 to 5000 feet, , Good Fall, Low, Arkansas,NA, Winter Interest,NA, 2000 to 3000 feet, Shade Tree, Full sun, Drought, Tree, Dry to medium, 5 to 8
 Butterflies, Deep purple, July to September, eared roscoea,NA, Zingiberaceae, Showy,Roscoea auriculata, Showy Edible,NA, 100 to 200 feet, , Good Fall, High, Eastern Himalaya Tibet Nepal Bhutan,NA, Winter Interest,NA, 100 to 200 feet, Shade Tree, Full sun to part shade, Drought, Herbaceous perennial, Medium, 6 to 8
 Butterflies, Blue, July to September, small globe thistle,NA, Asteraceae, Showy Good Cut Good Dried,Echinops ritro subsp ruthenicus, Showy Edible,NA, 200 to 300 feet, , Good Fall, Low, Central and eastern Europe western and central Asia,NA, Winter Interest,NA, 150 to 200 feet, Shade Tree, Full sun, Rabbit Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 4 to 8
 Butterflies, Yellowishgreen, April to May, black oak,NA, Fagaceae, Insignificant,Quercus velutina, Showy,NA, 5000 to 6000 feet, , Good Fall, Low, Eastern United States southeastern Canada,NA, Winter Interest,NA, 5000 to 6000 feet, Shade Tree Street Tree, Full sun, Black Walnut, Tree, Dry to medium, 3 to 9
 Birds, Blackish brown, August to October, fountain grass,NA, Poaceae, Showy Good Cut Good Dried,Pennisetum alopecuroides Moudry, Showy,NA, 200 to 250 feet, , Colorful Good Fall, Low, Eastern United States southeastern Canada,NA, Winter Interest,NA, 150 to 200 feet, Naturalize Rain Garden, Full sun to part shade, Drought Erosion Black Walnut Air Pollution, Ornamental grass, Medium to wet, 5 to 9
 Birds, Nonflowering, Nonflowering, American arborvitae,NA, Cupressaceae, Showy Good Cut Good Dried,Thuja occidentalis Lutea, Showy,NA, 2500 to 3000 feet, , Colorful Evergreen, Low, Eastern United States southeastern Canada,NA, Winter Interest,NA, 1200 to 1500 feet, Naturalize Rain Garden, Full sun to part shade, Clay Soil Black Walnut Air Pollution, Needled evergreen, Medium, 2 to 8
 Butterflies, Pale lime green with pink overtones and yellow centers, May, peony,NA, Paeoniaceae, Showy Fragrant,Paeonia lactiflora Green Lotus, Showy,NA, 200 to 250 feet, , Colorful Evergreen, Medium, Eastern United States southeastern Canada,NA, Winter Interest,NA, 200 to 250 feet, Naturalize Rain Garden, Full sun to part shade, Rabbit Deer, Herbaceous perennial, Medium, 3 to 8
 Butterflies, Yellow, April to June, golden club,NA, Araceae, Showy,Orontium aquaticum, Showy,NA, 100 to 200 feet, , Colorful Evergreen, Low, Eastern United States,NA, Winter Interest,NA, 100 to 250 feet, Water Plant Naturalize Rain Garden, Full sun, Rabbit Deer, Herbaceous perennial, Water Plant Naturalize Rain Garden, 5 to 10
 Butterflies, Lavender blue, July to August, lavandin,NA, Lamiaceae, Showy Fragrant,Lavandula  intermedia Dutch Group, Showy,NA, 150 to 250 feet, , Fragrant, Medium, Eastern United States,NA, Winter Interest,NA, 150 to 250 feet, Herb, Full sun, Rabbit Deer Drought Dry Soil ShallowRocky Soil Air Pollution, Herbaceous perennial, Dry to medium, 5 to 8
 Butterflies, Purplish pink, June to September, spirea,NA, Rosaceae, Showy Good Cut,Spiraea Dolchica, Showy,NA, 200 to 300 feet, , Colorful, Low, Eastern United States,NA, Winter Interest,NA, 200 to 400 feet, Hedge, Full sun, Rabbit Deer Drought Dry Soil ShallowRocky Soil Air Pollution, Deciduous shrub, Medium, 5 to 9
 Butterflies, White to pink, July to September, hairy alum root,NA, Saxifragaceae, Showy,Heuchera villosa, Showy,NA, 150 to 250 feet, , Colorful, Low, Southeastern United States,NA, Winter Interest,NA, 100 to 200 feet, Hedge, Full sun to part shade, Rabbit Deer Drought Dry Soil ShallowRocky Soil Air Pollution, Herbaceous perennial, Medium, 3 to 8
 Butterflies, White, May to October, begonia,NA, Begoniaceae, Showy,Begonia Art Hodes, Showy,NA, 100 to 150 feet, , Colorful, Medium, Southeastern United States,NA, Winter Interest,NA, 075 to 100 feet, Annual, Full sun to part shade, Rabbit Deer Drought Dry Soil ShallowRocky Soil Air Pollution, Herbaceous perennial, Medium, 10 to 11
 Butterflies, Pink, July to October, hardy begonia,NA, Begoniaceae, Showy,Begonia grandis subsp evansiana, Showy,NA, 150 to 200 feet, , Colorful, Medium, China,NA, Winter Interest,NA, 150 to 200 feet, Naturalize, Part shade to full shade, Heavy Shade Black Walnut, Herbaceous perennial, Medium to wet, 6 to 9
 Butterflies, Mauve, May to frost, miniature rose,NA, Rosaceae, Showy Fragrant,Rosa Savamor SCENTSATIONAL, Showy,NA, 200 to 250 feet, , Colorful, Medium, China,NA, Winter Interest,NA, 200 to 250 feet, Hedge, Full sun, Heavy Shade Black Walnut, Deciduous shrub, Medium, 5 to 9
 Butterflies, Nonflowering, Nonflowering, white spruce,NA, Pinaceae, Showy Fragrant,Picea glauca Densata, Showy,NA, 2000 to 4000 feet, , Evergreen, Low, China,NA, Winter Interest,NA, 1000 to 1500 feet, Hedge, Full sun, Deer, Needled evergreen, Medium, 3 to 6
 Butterflies, Pinkish purple, December to March, forest lily,NA, Asparagaceae, Showy,Veltheimia bracteata, Showy,NA, 150 to 200 feet, , Evergreen, Medium, South Africa,NA, Winter Interest,NA, 100 to 150 feet, Hedge, Part shade, Deer, Bulb, Medium, 9 to 10
 Butterflies, White, April, mayapple,NA, Berberidaceae, Showy,Podophyllum peltatum, Showy Edible,NA, 100 to 150 feet, , Evergreen, Medium, Eastern North America south to Texas,NA, Winter Interest,NA, 075 to 100 feet, Hedge, Part shade to full shade, Drought Dry Soil Black Walnut, Herbaceous perennial, Medium, 3 to 8
 Butterflies, Green, April, maidenhair tree,NA, Ginkgoaceae, Insignificant,Ginkgo biloba, Showy Edible,NA, 5000 to 8000 feet, , Good Fall, Low, Southern China,NA, Winter Interest,NA, 3000 to 4000 feet, Street Tree, Full sun, Deer Clay Soil Air Pollution, Tree, Medium, 3 to 8
 Hummingbirds, Coralred, July to August, redflower false yucca,NA, Asparagaceae, Showy,Hesperaloe parviflora Coral Glow, Showy Edible,NA, 300 to 400 feet, , Evergreen, Low, Southern China,NA, Winter Interest,NA, 300 to 400 feet, Street Tree, Full sun, Drought Dry Soil ShallowRocky Soil Air Pollution, Broadleaf evergreen, Dry, 5 to 9
 Hummingbirds, Blue, June to frost, Brazilian dwarf morningglory,NA, Convolvulaceae, Showy,Evolvulus glomeratus, Showy Edible,NA, 075 to 150 feet, , Evergreen, Low, South America,NA, Winter Interest,NA, 200 to 300 feet, Annual Ground Cover, Full sun, Drought Dry Soil ShallowRocky Soil Air Pollution, Herbaceous perennial, Medium, 8 to 11
 Birds Butterflies, White rays with copperyorange center cone, June to August, purple coneflower,NA, Asteraceae, Showy,Echinacea purpurea Cygnet White, Showy Edible,NA, 100 to 200 feet, , Evergreen, Low, South America,NA, Winter Interest,NA, 100 to 150 feet, Naturalize, Full sun to part shade, Deer Drought Clay Soil Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 3 to 8
 Butterflies, Blue, July to September, small globe thistle,NA, Asteraceae, Showy Good Cut Good Dried,Echinops ritro, Showy Edible,NA, 300 to 400 feet, , Evergreen, Low, Central and eastern Europe Asia,NA, Winter Interest,NA, 200 to 250 feet, Naturalize, Full sun, Rabbit Drought Dry Soil ShallowRocky Soil, Herbaceous perennial, Dry to medium, 3 to 8
 Hummingbirds Butterflies, Ruby red, July to August, wild bergamot,NA, Lamiaceae, Showy,Monarda Fireball, Showy Edible,NA, 100 to 150 feet, , Fragrant, Medium, Central and eastern Europe Asia,NA, Winter Interest,NA, 100 to 150 feet, Rain Garden, Full sun to part shade, Deer Wet Soil, Herbaceous perennial, Medium to wet, 4 to 8
 Birds, White, May, American mountain ash,NA, Rosaceae, Showy,Sorbus americana, Showy Edible,NA, 1500 to 3000 feet, , Fragrant, Medium, Eastern North America,NA, Winter Interest,NA, 1500 to 2500 feet, Flowering Tree, Full sun, Deer Wet Soil, Deciduous shrub, Medium, 3 to 6
 Birds, Scarlet red with black basal inside blotch, April, greigii tulip,NA, Liliaceae, Showy Good Cut,Tulipa Red Riding Hood, Showy Edible,NA, 050 to 075 feet, , Fragrant, Low, Eastern North America,NA, Winter Interest,NA, 050 to 075 feet, Flowering Tree, Full sun, Black Walnut, Bulb, Medium, 3 to 8
 Birds, Red sometimes yellow, March to April, red maple,NA, Sapindaceae, Showy,Acer rubrum, Showy Edible,NA, 4000 to 7000 feet, , Good Fall, Low, Eastern and central North America,NA, Winter Interest,NA, 3000 to 5000 feet, Shade Tree Street Tree Rain Garden, Full sun to part shade, Wet Soil Black Walnut Air Pollution, Tree, Medium to wet, 3 to 9
 Hummingbirds, White red yellow blue pink purple maroon bicolors, April to May, columbine,NA, Ranunculaceae, Showy Good Cut,Aquilegia McKana Group, Showy Edible,NA, 200 to 250 feet, , Good Fall, Medium, Eastern and central North America,NA, Winter Interest,NA, 100 to 150 feet, Naturalize, Full sun to part shade, Rabbit Deer, Herbaceous perennial, Medium, 3 to 9
 Butterflies, Dark purple with dark pink reverses, May to frost, floribunda rose,NA, Rosaceae, Showy Fragrant,Rosa Prose BURGUNDY ICEBERG, Showy Edible,NA, 300 to 500 feet, , Good Fall, Medium, Eastern and central North America,NA, Thorns,NA, 300 to 400 feet, Hedge, Full sun, Rabbit Deer, Deciduous shrub, Medium, 5 to 9
 Butterflies, Pink throat with blue tie dye shading, August to September, lycoris,NA, Amaryllidaceae, Showy Fragrant,Lycoris sprengeri, Showy Edible,NA, 100 to 150 feet, , Good Fall, Medium, China,NA, Thorns,NA, 050 to 100 feet, Naturalize, Full sun, Rabbit Deer, Bulb, Medium, 6 to 10
 Butterflies, Red and orange bicolor, July to August, montbretia,NA, Iridaceae, Showy Good Cut,Crocosmia Cropom IRISH SUNSET, Showy Edible,NA, 200 to 300 feet, , Good Fall, Medium, China,NA, Thorns,NA, 200 to 300 feet, Naturalize, Full sun to part shade, Rabbit Deer, Bulb, Medium, 5 to 9
 Butterflies, Pale apricotyellow, July to August, montbretia,NA, Iridaceae, Showy,Crocosmia  crocosmiiflora Solfatare, Showy Edible,NA, 150 to 200 feet, , Colorful, Medium, China,NA, Thorns,NA, 075 to 150 feet, Annual, Full sun to part shade, Rabbit Deer, Herbaceous perennial, Medium, 6 to 9
 Butterflies, Pinkred, Seasonal bloomer, begonia,NA, Begoniaceae, Showy,Begonia Casper, Showy Edible,NA, 100 to 150 feet, , Colorful, Medium, China,NA, Thorns,NA, 100 to 150 feet, Annual, Part shade to full shade, Rabbit Deer, Herbaceous perennial, Medium, 10 to 11
 Butterflies, Nonflowering, Nonflowering, royal fern,NA, Osmundaceae, Showy,Osmunda regalis Cristata, Showy Edible,NA, 200 to 400 feet, , Colorful, Low, China,NA, Thorns,NA, 200 to 400 feet, Naturalize Rain Garden, Part shade to full shade, Rabbit Heavy Shade Wet Soil, Fern, Medium to wet, 4 to 8
 Butterflies, Creamy white, August to September, roscoea,NA, Zingiberaceae, Showy,Roscoea auriculata Beesiana, Showy Edible,NA, 075 to 100 feet, , Colorful, High, China,NA, Thorns,NA, 075 to 100 feet, Naturalize Rain Garden, Full sun to part shade, Rabbit Heavy Shade Wet Soil, Herbaceous perennial, Medium, 5 to 8
 Butterflies, Pink with yellow stamen clump, May to frost, floribunda rose,NA, Rosaceae, Showy Fragrant Good Cut,Rosa Nearly Wild, Showy Edible,NA, 200 to 300 feet, , Colorful, Medium, China,NA, Thorns,NA, 200 to 300 feet, Hedge, Full sun to part shade, Air Pollution, Deciduous shrub, Medium, 4 to 9
 Butterflies, White rays with yellow center, June to August, shasta daisy,NA, Asteraceae, Showy Good Cut,Leucanthemum Daisy Duke DAISY MAY, Showy Edible,NA, 100 to 200 feet, , Colorful, Low, China,NA, Thorns,NA, 075 to 150 feet, Hedge, Full sun, Air Pollution, Herbaceous perennial, Dry to medium, 5 to 9
 Butterflies, Purplish red, April to May, fumewort,NA, Papaveraceae, Showy,Corydalis solida, Showy Edible,NA, 050 to 100 feet, , Colorful, Low, Central and western Asia Europe,NA, Thorns,NA, 050 to 100 feet, Hedge, Part shade to full shade, Air Pollution, Herbaceous perennial, Medium to wet, 4 to 8
 Birds, Yellow, March, cornelian cherry dogwood,NA, Cornaceae, Showy,Cornus mas Golden Glory, Showy Edible,NA, 1500 to 2000 feet, , Colorful, Low, Central and western Asia Europe,NA, Thorns,NA, 1500 to 2000 feet, Hedge Flowering Tree, Full sun to part shade, Deer Clay Soil, Tree, Medium, 4 to 8
 Birds, White cream yellow orange red pink green lavender amp purple, August to September, gladiolus,NA, Iridaceae, Showy Fragrant,Gladiolus group, Showy Edible,NA, 150 to 600 feet, , Colorful, Medium, Central and western Asia Europe,NA, Thorns,NA, 100 to 200 feet, Annual, Full sun, Deer Clay Soil, Bulb, Medium, 7 to 10
